target,Age,Height,Shirt Number,Matches,Minutes/Match,Goals/Match,Assists/Match,Yellow Cards/Match,Red Cards/Match,Shots/Match,Pass Success Rate,Aerials Won
Goalkeeper,31.0,192.0,1.0,171,87.812865497076,0.0,0.0116959064327485,0.0584795321637427,0.0058479532163742,0.0,62.7,0.3
Midfielder,23.0,172.0,20.0,98,52.7040816326531,0.0714285714285714,0.0816326530612245,0.122448979591837,0.0,1.0,79.8,0.2
Midfielder,20.0,169.0,26.0,34,41.8235294117647,0.0882352941176471,0.117647058823529,0.0588235294117647,0.0,0.7,78.0,0.1
Midfielder,21.0,175.0,19.0,78,55.6666666666667,0.102564102564103,0.0897435897435897,0.0897435897435897,0.0128205128205128,1.1,73.5,0.3
Forward,22.0,193.0,19.0,3,60.0,0.333333333333333,0.0,0.0,0.0,2.3,50.0,2.7
Defender,23.0,182.0,14.0,8,76.0,0.125,0.25,0.25,0.0,0.8,78.9,1.4
Forward,27.0,188.0,9.0,68,60.1470588235294,0.279411764705882,0.0882352941176471,0.102941176470588,0.0,1.8,67.4,2.7
Midfielder,22.0,187.0,8.0,45,54.1777777777778,0.0666666666666667,0.0222222222222222,0.222222222222222,0.0222222222222222,0.8,76.5,0.6
Forward,25.0,185.0,18.0,40,63.4,0.225,0.1,0.075,0.0,1.4,73.7,0.9
Forward,26.0,185.0,11.0,16,69.0,0.3125,0.0,0.1875,0.0,1.5,71.3,0.8
Midfielder,27.0,180.0,8.0,150,45.6733333333333,0.0733333333333333,0.0533333333333333,0.14,0.0,0.9,75.6,0.8
Midfielder,34.0,175.0,10.0,424,69.4693396226415,0.10377358490566,0.14622641509434,0.125,0.0047169811320754,1.2,79.0,0.8
Midfielder,23.0,186.0,24.0,11,73.1818181818182,0.0,0.0,0.454545454545455,0.0,0.3,89.6,0.5
Midfielder,24.0,187.0,22.0,42,48.8333333333333,0.0476190476190476,0.0714285714285714,0.166666666666667,0.0,0.5,76.1,1.8
Defender,30.0,189.0,5.0,22,65.7272727272727,0.0909090909090909,0.0,0.0454545454545455,0.0454545454545455,0.4,87.6,2.6
Goalkeeper,25.0,189.0,1.0,41,90.0,0.0,0.0,0.0731707317073171,0.0,0.0,70.9,0.3
Defender,22.0,190.0,23.0,16,32.125,0.0,0.0,0.0,0.0,0.1,64.5,0.4
Defender,27.0,182.0,3.0,60,62.5,0.05,0.0166666666666667,0.133333333333333,0.0,0.4,82.1,1.9
Midfielder,22.0,179.0,16.0,2,50.5,0.0,0.5,0.0,0.5,1.5,80.0,0.0
Defender,22.0,183.0,33.0,1,46.0,0.0,0.0,0.0,0.0,0.0,71.4,0.0
Midfielder,30.0,188.0,37.0,31,44.1290322580645,0.0,0.0,0.0967741935483871,0.0,0.9,72.3,0.6
Defender,28.0,191.0,6.0,161,80.7888198757764,0.0186335403726708,0.0372670807453416,0.111801242236025,0.0248447204968944,0.4,85.0,1.7
Defender,27.0,187.0,23.0,68,76.3823529411765,0.0147058823529412,0.0294117647058824,0.191176470588235,0.0294117647058824,0.4,82.3,1.8
Defender,30.0,195.0,26.0,155,77.4451612903226,0.116129032258065,0.0258064516129032,0.206451612903226,0.0064516129032258,0.7,84.5,3.1
Midfielder,35.0,180.0,10.0,87,54.2528735632184,0.149425287356322,0.126436781609195,0.0689655172413793,0.0114942528735632,1.2,75.8,0.5
Midfielder,28.0,178.0,18.0,192,73.4947916666667,0.0677083333333333,0.109375,0.145833333333333,0.0052083333333333,1.1,83.7,0.4
Goalkeeper,26.0,197.0,71.0,1,90.0,0.0,0.0,0.0,0.0,0.0,83.3,0.0
Defender,22.0,188.0,33.0,32,51.59375,0.0,0.0,0.09375,0.0,0.2,77.3,0.8
Forward,23.0,182.0,97.0,3,21.6666666666667,0.0,0.0,0.0,0.0,0.3,73.7,1.0
Forward,23.0,187.0,91.0,109,39.1009174311927,0.137614678899083,0.0,0.055045871559633,0.0,1.2,64.5,1.4
Goalkeeper,28.0,193.0,22.0,92,88.5108695652174,0.0,0.0,0.0543478260869565,0.0,0.0,59.2,0.2
Defender,34.0,188.0,24.0,243,71.7078189300412,0.0411522633744856,0.0246913580246914,0.156378600823045,0.0041152263374485,0.3,82.2,2.1
Midfielder,24.0,183.0,70.0,46,30.9565217391304,0.130434782608696,0.0652173913043478,0.0434782608695652,0.0217391304347826,1.0,79.8,0.2
Midfielder,24.0,187.0,8.0,31,30.9354838709677,0.0,0.0645161290322581,0.0645161290322581,0.032258064516129,0.2,85.7,0.6
Midfielder,29.0,189.0,14.0,143,53.7762237762238,0.041958041958042,0.020979020979021,0.20979020979021,0.0,0.8,75.0,0.8
Forward,35.0,188.0,30.0,219,58.0091324200913,0.292237442922374,0.0547945205479452,0.205479452054795,0.0045662100456621,1.9,67.4,4.3
Forward,34.0,178.0,9.0,159,57.1446540880503,0.232704402515723,0.0440251572327044,0.132075471698113,0.0062893081761006,1.9,70.8,1.5
Midfielder,20.0,183.0,16.0,31,71.3225806451613,0.032258064516129,0.032258064516129,0.161290322580645,0.0,1.2,75.9,0.3
Midfielder,26.0,183.0,29.0,40,80.025,0.025,0.025,0.075,0.075,0.3,88.6,0.3
Forward,21.0,180.0,80.0,7,11.2857142857143,0.142857142857143,0.0,0.0,0.0,0.7,45.2,0.6
Midfielder,23.0,183.0,6.0,98,66.9387755102041,0.0408163265306122,0.0816326530612245,0.0816326530612245,0.0,0.5,86.3,0.9
Midfielder,22.0,174.0,8.0,76,56.1184210526316,0.118421052631579,0.118421052631579,0.144736842105263,0.0,1.2,85.2,0.3
Defender,26.0,195.0,24.0,162,76.3456790123457,0.0308641975308642,0.0308641975308642,0.234567901234568,0.0308641975308642,0.4,81.0,3.2
Midfielder,22.0,179.0,32.0,58,38.9310344827586,0.0862068965517241,0.0689655172413793,0.0344827586206897,0.0,0.7,77.6,0.2
Defender,21.0,177.0,13.0,6,19.0,0.0,0.0,0.0,0.0,0.3,89.1,0.2
Forward,23.0,185.0,10.0,115,45.0,0.191304347826087,0.0695652173913044,0.0869565217391304,0.008695652173913,1.1,72.4,2.0
Defender,20.0,188.0,45.0,12,53.0,0.0,0.0,0.166666666666667,0.0,0.5,90.1,1.0
Goalkeeper,28.0,193.0,33.0,192,89.1770833333333,0.0,0.0052083333333333,0.0364583333333333,0.0104166666666667,0.0,71.4,0.3
Defender,23.0,186.0,29.0,71,73.4225352112676,0.028169014084507,0.028169014084507,0.0845070422535211,0.0140845070422535,0.4,88.4,1.7
Defender,23.0,189.0,3.0,48,68.8333333333333,0.0,0.0,0.166666666666667,0.0,0.2,81.2,1.8
Defender,22.0,187.0,28.0,85,73.5529411764706,0.0117647058823529,0.0,0.188235294117647,0.0352941176470588,0.3,82.1,1.3
Forward,19.0,174.0,17.0,11,21.3636363636364,0.0,0.0,0.0,0.0,0.8,85.2,0.0
Forward,30.0,186.0,20.0,151,50.7483443708609,0.324503311258278,0.0198675496688742,0.0529801324503311,0.0,1.5,65.4,1.9
Goalkeeper,31.0,197.0,1.0,45,90.0,0.0,0.0,0.0222222222222222,0.0,0.0,61.5,0.3
Midfielder,22.0,172.0,6.0,82,61.3536585365854,0.109756097560976,0.0853658536585366,0.134146341463415,0.0,1.2,85.1,0.9
Defender,26.0,195.0,30.0,32,71.40625,0.03125,0.0,0.09375,0.03125,0.3,83.8,1.7
Midfielder,22.0,182.0,77.0,31,34.6451612903226,0.032258064516129,0.032258064516129,0.129032258064516,0.0,0.6,70.3,0.3
Goalkeeper,22.0,187.0,35.0,38,90.0,0.0,0.0,0.0526315789473684,0.0,0.0,54.2,0.2
Midfielder,25.0,176.0,38.0,11,57.9090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0,0.5,85.1,0.5
Midfielder,31.0,178.0,32.0,314,61.6751592356688,0.0445859872611465,0.089171974522293,0.146496815286624,0.0031847133757961,0.9,78.8,0.5
Defender,26.0,190.0,15.0,25,72.56,0.04,0.0,0.24,0.0,0.8,71.6,2.4
Midfielder,24.0,180.0,14.0,33,46.969696969697,0.0909090909090909,0.0606060606060606,0.121212121212121,0.0303030303030303,0.6,81.8,0.6
Defender,24.0,185.0,27.0,9,83.4444444444444,0.0,0.111111111111111,0.111111111111111,0.0,0.4,80.0,1.2
Defender,26.0,187.0,33.0,38,46.5263157894737,0.0,0.0,0.105263157894737,0.0,0.3,80.5,1.4
Midfielder,24.0,170.0,10.0,54,38.2962962962963,0.0555555555555556,0.037037037037037,0.037037037037037,0.0,0.8,73.0,0.1
Defender,21.0,190.0,79.0,5,14.0,0.0,0.0,0.0,0.0,0.2,84.1,0.2
Midfielder,28.0,188.0,22.0,64,47.578125,0.046875,0.03125,0.078125,0.0,0.8,71.2,0.9
Midfielder,21.0,187.0,97.0,6,23.5,0.0,0.0,0.0,0.0,0.5,79.6,0.8
Forward,26.0,176.0,77.0,5,24.4,0.0,0.0,0.0,0.0,0.2,89.4,0.2
Forward,34.0,185.0,9.0,76,46.7894736842105,0.289473684210526,0.0,0.0394736842105263,0.0,1.6,69.1,1.1
Midfielder,24.0,186.0,28.0,1,5.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Forward,20.0,185.0,45.0,11,14.8181818181818,0.0,0.0,0.0,0.0,0.3,60.5,0.2
Midfielder,19.0,175.0,80.0,2,12.5,0.0,0.0,0.0,0.0,0.0,72.7,0.0
Defender,22.0,188.0,25.0,38,79.8684210526316,0.0263157894736842,0.0,0.131578947368421,0.0,0.2,82.7,0.6
Goalkeeper,26.0,190.0,30.0,176,90.3522727272727,0.0,0.0056818181818181,0.0227272727272727,0.0,0.0,57.1,0.2
Midfielder,18.0,178.0,33.0,15,48.4,0.0666666666666667,0.133333333333333,0.333333333333333,0.0,0.9,79.3,0.1
Defender,22.0,188.0,6.0,164,81.7378048780488,0.0365853658536585,0.0487804878048781,0.164634146341463,0.0,0.6,86.7,2.2
Defender,28.0,189.0,35.0,242,84.8636363636364,0.0413223140495868,0.012396694214876,0.227272727272727,0.0041322314049586,0.3,84.1,2.4
Midfielder,25.0,173.0,4.0,170,67.3176470588235,0.0235294117647059,0.0352941176470588,0.241176470588235,0.0117647058823529,0.3,87.7,0.8
Midfielder,36.0,172.0,10.0,331,59.5075528700906,0.108761329305136,0.102719033232628,0.0876132930513595,0.0,1.1,84.3,0.5
Goalkeeper,34.0,193.0,1.0,205,90.1365853658537,0.0,0.0,0.0292682926829268,0.0,0.0,51.2,0.4
Forward,22.0,181.0,19.0,98,62.4795918367347,0.306122448979592,0.0816326530612245,0.0408163265306122,0.0,1.6,80.7,0.2
Midfielder,21.0,181.0,23.0,70,42.5,0.114285714285714,0.0571428571428571,0.0571428571428571,0.0,0.8,80.7,0.3
Forward,30.0,201.0,32.0,156,62.8076923076923,0.564102564102564,0.0705128205128205,0.108974358974359,0.0,2.5,71.2,3.3
Forward,18.0,174.0,27.0,8,34.5,0.125,0.0,0.0,0.0,1.3,88.3,0.0
Midfielder,24.0,183.0,8.0,113,68.4955752212389,0.0884955752212389,0.0973451327433628,0.079646017699115,0.0,1.0,82.1,0.3
Midfielder,20.0,190.0,26.0,77,42.2207792207792,0.012987012987013,0.012987012987013,0.155844155844156,0.012987012987013,0.3,87.1,0.5
Defender,30.0,185.0,5.0,173,79.1849710982659,0.023121387283237,0.023121387283237,0.184971098265896,0.0173410404624277,0.3,80.7,1.5
Defender,27.0,188.0,3.0,207,85.4444444444444,0.0917874396135266,0.0144927536231884,0.173913043478261,0.0096618357487922,0.7,84.4,2.9
Defender,26.0,190.0,4.0,72,80.8888888888889,0.0833333333333333,0.0,0.222222222222222,0.0,0.8,87.7,1.7
Midfielder,26.0,185.0,5.0,300,70.92,0.05,0.0733333333333333,0.236666666666667,0.0,0.9,86.0,1.0
Goalkeeper,32.0,188.0,1.0,267,88.1086142322097,0.0,0.0,0.048689138576779,0.0149812734082397,0.0,57.4,0.2
Forward,24.0,190.0,9.0,223,67.9730941704036,0.439461883408072,0.0762331838565022,0.0852017937219731,0.0089686098654708,2.7,69.5,1.5
Goalkeeper,27.0,187.0,29.0,82,88.4512195121951,0.0,0.0121951219512195,0.0,0.0121951219512195,0.0,74.4,0.2
Forward,20.0,171.0,51.0,8,41.25,0.125,0.25,0.0,0.0,0.3,87.9,0.1
Midfielder,23.0,192.0,19.0,159,60.3522012578616,0.0566037735849057,0.050314465408805,0.132075471698113,0.0,0.8,87.2,0.6
Midfielder,26.0,175.0,26.0,239,73.0794979079498,0.0920502092050209,0.0753138075313808,0.246861924686192,0.00836820083682,1.0,85.5,0.8
Defender,24.0,179.0,15.0,118,67.9491525423729,0.0254237288135593,0.0254237288135593,0.101694915254237,0.0,0.2,88.4,0.9
Defender,23.0,186.0,32.0,31,68.2903225806452,0.0,0.0,0.258064516129032,0.0,0.5,76.3,2.2
Midfielder,23.0,178.0,21.0,59,55.1186440677966,0.0508474576271187,0.11864406779661,0.152542372881356,0.0,0.7,88.0,0.1
Midfielder,29.0,192.0,28.0,239,83.2259414225942,0.167364016736402,0.0502092050209205,0.154811715481172,0.00418410041841,1.4,76.4,4.0
Defender,27.0,194.0,26.0,151,86.9006622516556,0.0198675496688742,0.0132450331125828,0.152317880794702,0.0,0.4,85.3,2.2
Goalkeeper,39.0,190.0,1.0,392,88.5357142857143,0.0,0.0051020408163265,0.0280612244897959,0.0025510204081632,0.0,56.3,0.3
Defender,26.0,194.0,15.0,156,80.2628205128205,0.0448717948717949,0.0064102564102564,0.153846153846154,0.0128205128205128,0.9,82.5,2.6
Goalkeeper,31.0,195.0,23.0,270,88.5074074074074,0.0,0.0,0.0259259259259259,0.0,0.0,68.6,0.3
Midfielder,30.0,185.0,24.0,190,78.1157894736842,0.0421052631578947,0.0210526315789474,0.263157894736842,0.0052631578947368,0.7,85.5,1.2
Defender,24.0,192.0,25.0,148,82.0202702702703,0.0202702702702703,0.0135135135135135,0.148648648648649,0.027027027027027,0.4,88.3,1.6
Midfielder,23.0,174.0,7.0,117,65.0427350427351,0.230769230769231,0.102564102564103,0.136752136752137,0.0,1.7,78.1,0.2
Forward,31.0,189.0,11.0,273,64.1428571428571,0.373626373626374,0.120879120879121,0.0659340659340659,0.0,2.2,63.8,3.9
Midfielder,24.0,190.0,39.0,4,10.5,0.0,0.0,0.25,0.0,0.5,100.0,0.0
Midfielder,27.0,180.0,4.0,282,67.2340425531915,0.156028368794326,0.109929078014184,0.141843971631206,0.0035460992907801,1.1,83.7,0.4
Forward,18.0,178.0,17.0,31,31.5483870967742,0.032258064516129,0.032258064516129,0.0,0.0,0.8,80.3,0.3
Midfielder,30.0,178.0,14.0,294,75.6394557823129,0.197278911564626,0.183673469387755,0.136054421768708,0.0034013605442176,1.6,80.4,0.4
Defender,24.0,173.0,36.0,89,74.4044943820225,0.0,0.0112359550561798,0.325842696629214,0.0449438202247191,0.3,86.1,0.9
Midfielder,26.0,173.0,6.0,165,82.8363636363636,0.0121212121212121,0.0242424242424242,0.175757575757576,0.0121212121212121,0.3,83.5,1.4
Defender,24.0,182.0,55.0,154,75.5584415584416,0.051948051948052,0.012987012987013,0.214285714285714,0.0194805194805195,0.7,77.6,4.2
Defender,23.0,191.0,4.0,65,78.4615384615385,0.0461538461538462,0.0153846153846154,0.215384615384615,0.0153846153846154,0.5,88.3,1.9
Midfielder,23.0,176.0,7.0,21,58.8571428571429,0.142857142857143,0.0952380952380952,0.0952380952380952,0.0,1.4,70.6,0.1
Defender,20.0,186.0,15.0,5,60.8,0.0,0.0,0.2,0.0,0.6,87.1,1.6
Midfielder,29.0,183.0,8.0,276,76.963768115942,0.0253623188405797,0.0253623188405797,0.115942028985507,0.0,0.9,82.4,1.7
Midfielder,22.0,169.0,20.0,60,60.2166666666667,0.25,0.2,0.133333333333333,0.0,2.0,76.2,0.2
Midfielder,29.0,181.0,28.0,195,73.1692307692308,0.041025641025641,0.0512820512820513,0.0717948717948718,0.0051282051282051,0.3,90.1,0.7
Forward,22.0,178.0,9.0,145,61.1241379310345,0.275862068965517,0.0482758620689655,0.0551724137931035,0.0068965517241379,1.6,83.6,0.3
Goalkeeper,39.0,187.0,30.0,558,89.2043010752688,0.0,0.003584229390681,0.039426523297491,0.007168458781362,0.0,63.7,0.2
Midfielder,25.0,175.0,27.0,116,51.8534482758621,0.206896551724138,0.189655172413793,0.0603448275862069,0.0,1.7,79.7,0.3
Forward,20.0,192.0,19.0,4,14.75,0.25,0.0,0.0,0.0,0.5,78.6,0.5
Defender,19.0,176.0,18.0,10,25.7,0.0,0.0,0.1,0.0,0.7,89.9,0.3
Midfielder,20.0,182.0,19.0,106,49.6132075471698,0.0849056603773585,0.0188679245283019,0.188679245283019,0.0,0.8,76.5,0.4
Goalkeeper,31.0,186.0,23.0,64,87.40625,0.0,0.0,0.09375,0.015625,0.0,63.0,0.3
Goalkeeper,23.0,190.0,1.0,2,23.0,0.0,0.0,0.0,0.0,0.0,85.3,0.5
Midfielder,21.0,178.0,48.0,20,37.95,0.0,0.0,0.2,0.0,0.7,83.8,0.7
Defender,37.0,183.0,13.0,198,82.9242424242424,0.0202020202020202,0.0353535353535354,0.212121212121212,0.0252525252525253,0.6,77.6,1.8
Defender,22.0,183.0,77.0,18,80.2777777777778,0.0,0.111111111111111,0.111111111111111,0.0,0.2,79.2,1.2
Forward,20.0,183.0,99.0,1,8.0,0.0,0.0,0.0,0.0,1.0,66.7,1.0
Midfielder,25.0,190.0,26.0,32,51.78125,0.09375,0.0,0.25,0.0,1.0,76.1,0.8
Defender,19.0,196.0,44.0,5,88.2,0.0,0.0,0.0,0.0,0.4,84.1,3.0
Forward,26.0,177.0,98.0,69,51.3623188405797,0.260869565217391,0.0289855072463768,0.115942028985507,0.0,1.1,66.8,0.7
Midfielder,24.0,182.0,19.0,6,29.3333333333333,0.166666666666667,0.0,0.166666666666667,0.0,0.2,86.5,0.0
Forward,22.0,171.0,88.0,2,30.0,0.0,0.0,0.0,0.0,0.5,85.0,0.0
Defender,27.0,191.0,4.0,72,80.4583333333333,0.0555555555555556,0.0,0.138888888888889,0.0138888888888889,0.5,85.1,1.9
Forward,25.0,176.0,11.0,8,45.0,0.0,0.125,0.0,0.0,0.6,77.4,0.8
Forward,33.0,185.0,9.0,144,54.7152777777778,0.215277777777778,0.0208333333333333,0.173611111111111,0.0,1.6,71.2,1.0
Midfielder,22.0,185.0,7.0,38,45.8684210526316,0.105263157894737,0.0,0.105263157894737,0.0,1.4,75.8,0.6
Defender,20.0,176.0,2.0,4,74.5,0.0,0.0,0.0,0.0,0.5,70.0,1.0
Midfielder,21.0,185.0,42.0,18,23.2777777777778,0.0,0.0,0.166666666666667,0.0,0.3,80.6,0.3
Goalkeeper,33.0,188.0,30.0,83,86.3855421686747,0.0,0.0,0.0120481927710843,0.0,0.0,56.6,0.1
Midfielder,29.0,174.0,22.0,46,75.9130434782609,0.0652173913043478,0.0,0.152173913043478,0.0,1.0,85.2,0.5
Forward,20.0,181.0,27.0,5,18.6,0.0,0.0,0.0,0.0,0.6,89.1,0.0
Forward,20.0,188.0,38.0,6,14.6666666666667,0.0,0.0,0.166666666666667,0.0,0.0,72.4,0.3
Defender,25.0,197.0,5.0,5,50.0,0.0,0.0,0.0,0.0,0.2,81.4,0.8
Defender,24.0,200.0,3.0,5,87.8,0.0,0.0,0.2,0.0,0.4,83.3,2.4
Midfielder,27.0,176.0,8.0,335,74.6805970149254,0.107462686567164,0.11044776119403,0.13134328358209,0.0,1.3,83.1,0.8
Midfielder,23.0,195.0,24.0,155,63.1096774193548,0.0645161290322581,0.0193548387096774,0.174193548387097,0.0129032258064516,0.8,83.7,1.4
Midfielder,20.0,183.0,26.0,37,63.1621621621622,0.0,0.0,0.162162162162162,0.0,0.1,82.4,0.8
Defender,27.0,183.0,4.0,227,85.6343612334802,0.0352422907488987,0.0088105726872246,0.118942731277533,0.0088105726872246,0.4,87.5,1.7
Midfielder,23.0,180.0,41.0,125,60.272,0.112,0.096,0.112,0.0,0.9,85.1,0.4
Goalkeeper,32.0,195.0,23.0,252,89.3968253968254,0.0,0.0,0.0873015873015873,0.0,0.0,65.4,0.3
Forward,20.0,185.0,9.0,81,32.3950617283951,0.259259259259259,0.037037037037037,0.17283950617284,0.0123456790123457,1.5,68.2,1.3
Midfielder,30.0,189.0,6.0,335,62.3761194029851,0.122388059701493,0.11044776119403,0.0985074626865672,0.0,1.9,85.7,0.8
Midfielder,30.0,178.0,7.0,253,84.3557312252964,0.102766798418972,0.122529644268775,0.237154150197628,0.0039525691699604,1.6,80.4,0.7
Defender,18.0,184.0,20.0,14,58.0,0.0,0.0,0.0714285714285714,0.0,0.4,85.2,0.1
Defender,31.0,186.0,3.0,264,84.1060606060606,0.0378787878787879,0.0,0.204545454545455,0.0113636363636364,0.7,84.7,2.1
Midfielder,22.0,181.0,19.0,96,64.7916666666667,0.177083333333333,0.0833333333333333,0.114583333333333,0.0104166666666667,2.3,77.3,0.3
Goalkeeper,28.0,193.0,22.0,113,90.0,0.0,0.0,0.0442477876106195,0.0,0.0,77.7,0.3
Midfielder,31.0,187.0,7.0,267,82.1985018726592,0.134831460674157,0.101123595505618,0.209737827715356,0.0037453183520599,1.2,73.1,3.1
Midfielder,24.0,185.0,26.0,43,65.9767441860465,0.255813953488372,0.0930232558139535,0.186046511627907,0.0232558139534884,1.9,85.4,0.2
Defender,30.0,189.0,5.0,261,86.6130268199234,0.0383141762452107,0.0268199233716475,0.10727969348659,0.003831417624521,0.3,86.3,1.7
Forward,26.0,188.0,29.0,44,36.4318181818182,0.0454545454545455,0.0227272727272727,0.113636363636364,0.0227272727272727,1.0,71.6,1.2
Midfielder,25.0,186.0,16.0,65,42.0307692307692,0.0923076923076923,0.0,0.107692307692308,0.0153846153846154,0.6,70.7,1.1
Midfielder,23.0,172.0,23.0,35,64.5142857142857,0.0285714285714286,0.0571428571428571,0.0571428571428571,0.0,0.7,86.4,0.6
Midfielder,25.0,183.0,24.0,64,51.953125,0.09375,0.109375,0.15625,0.0,1.2,78.5,0.5
Defender,29.0,185.0,25.0,93,50.3548387096774,0.032258064516129,0.021505376344086,0.129032258064516,0.0,0.3,79.5,1.1
Midfielder,23.0,183.0,18.0,42,54.5952380952381,0.142857142857143,0.166666666666667,0.19047619047619,0.0,1.6,72.4,0.5
Midfielder,21.0,181.0,39.0,44,69.0681818181818,0.0909090909090909,0.0909090909090909,0.113636363636364,0.0227272727272727,0.6,78.4,0.7
Forward,33.0,190.0,17.0,222,63.027027027027,0.310810810810811,0.036036036036036,0.18018018018018,0.0,1.7,60.8,3.9
Midfielder,23.0,164.0,19.0,42,65.1904761904762,0.166666666666667,0.166666666666667,0.214285714285714,0.0,1.4,68.9,0.1
Midfielder,30.0,190.0,6.0,150,71.82,0.04,0.0066666666666666,0.246666666666667,0.0066666666666666,0.9,77.3,3.4
Defender,30.0,194.0,24.0,115,88.1565217391304,0.0347826086956522,0.0521739130434783,0.269565217391304,0.0173913043478261,0.5,81.6,2.6
Goalkeeper,31.0,192.0,1.0,150,89.48,0.0,0.0,0.0933333333333333,0.0066666666666666,0.0,54.6,0.3
Midfielder,22.0,177.0,10.0,78,69.5641025641026,0.0769230769230769,0.0897435897435897,0.128205128205128,0.0,0.8,81.7,0.5
Defender,24.0,188.0,23.0,12,68.3333333333333,0.166666666666667,0.0,0.166666666666667,0.0,0.4,70.6,0.8
Defender,25.0,182.0,12.0,52,75.3076923076923,0.0192307692307692,0.115384615384615,0.0961538461538462,0.0,0.2,79.8,0.7
Defender,23.0,190.0,5.0,25,81.48,0.0,0.0,0.24,0.04,0.2,78.2,1.5
Midfielder,26.0,179.0,8.0,69,37.7246376811594,0.0144927536231884,0.0579710144927536,0.101449275362319,0.0,0.8,74.8,1.1
Defender,32.0,180.0,3.0,108,74.0833333333333,0.0,0.0092592592592592,0.175925925925926,0.0,0.1,79.3,0.9
Forward,24.0,192.0,9.0,52,31.9807692307692,0.134615384615385,0.0192307692307692,0.0769230769230769,0.0,0.8,61.9,1.1
Midfielder,22.0,180.0,18.0,39,55.5128205128205,0.102564102564103,0.0,0.128205128205128,0.0,0.6,77.0,1.7
Midfielder,30.0,176.0,16.0,330,62.1575757575758,0.0878787878787879,0.0939393939393939,0.0939393939393939,0.0,0.7,83.2,0.4
Defender,29.0,180.0,2.0,145,68.2758620689655,0.0137931034482759,0.0068965517241379,0.213793103448276,0.0,0.5,72.2,1.5
Forward,22.0,176.0,27.0,10,32.8,0.0,0.0,0.1,0.0,0.3,78.5,0.2
Midfielder,24.0,180.0,21.0,41,32.8048780487805,0.0487804878048781,0.0487804878048781,0.0487804878048781,0.0,0.3,75.8,0.4
Defender,24.0,185.0,34.0,49,74.1428571428571,0.0204081632653061,0.0,0.122448979591837,0.0204081632653061,0.3,90.9,1.3
Midfielder,22.0,179.0,6.0,111,62.8288288288288,0.009009009009009,0.0900900900900901,0.261261261261261,0.009009009009009,0.6,88.6,0.3
Midfielder,25.0,185.0,8.0,254,70.3425196850394,0.0590551181102362,0.0708661417322835,0.169291338582677,0.0039370078740157,0.8,87.7,0.5
Defender,29.0,185.0,13.0,353,84.0198300283286,0.0396600566572238,0.0141643059490085,0.229461756373938,0.0169971671388102,0.4,89.0,2.2
Midfielder,33.0,187.0,5.0,344,63.4331395348837,0.101744186046512,0.063953488372093,0.191860465116279,0.002906976744186,1.3,83.2,1.3
Midfielder,23.0,181.0,18.0,68,49.2794117647059,0.161764705882353,0.0882352941176471,0.147058823529412,0.0,1.2,76.1,0.2
Goalkeeper,30.0,194.0,94.0,171,89.7894736842105,0.0058479532163742,0.0,0.0233918128654971,0.0,0.0,72.9,0.3
Midfielder,27.0,176.0,22.0,119,64.4453781512605,0.100840336134454,0.0756302521008403,0.210084033613445,0.0084033613445378,1.0,80.2,0.4
Defender,31.0,187.0,2.0,163,80.9693251533742,0.0920245398773006,0.0368098159509203,0.226993865030675,0.0245398773006135,0.8,86.7,2.3
Midfielder,23.0,176.0,7.0,113,59.3628318584071,0.132743362831858,0.0884955752212389,0.0619469026548673,0.0,0.9,85.4,0.5
Defender,26.0,179.0,3.0,5,67.2,0.0,0.0,0.0,0.0,0.0,71.1,1.6
Goalkeeper,29.0,195.0,34.0,2,90.0,0.0,0.0,0.0,0.0,0.0,38.1,0.5
Forward,24.0,184.0,11.0,40,45.225,0.2,0.1,0.15,0.0,1.2,66.9,0.6
Forward,25.0,181.0,35.0,11,37.3636363636364,0.272727272727273,0.0909090909090909,0.0909090909090909,0.0,1.4,69.0,1.8
Midfielder,34.0,181.0,8.0,266,71.9022556390978,0.0601503759398496,0.146616541353383,0.0601503759398496,0.0075187969924812,1.0,73.4,0.4
Midfielder,20.0,169.0,6.0,18,66.1111111111111,0.0,0.111111111111111,0.166666666666667,0.0555555555555556,0.3,87.1,0.2
Forward,18.0,179.0,7.0,5,9.4,0.2,0.0,0.0,0.0,0.6,64.9,0.2
Defender,20.0,192.0,42.0,39,70.3076923076923,0.0512820512820513,0.0,0.333333333333333,0.0,0.4,79.2,3.1
Midfielder,26.0,182.0,18.0,130,58.1846153846154,0.123076923076923,0.1,0.0846153846153846,0.0,1.5,82.0,0.8
Midfielder,27.0,184.0,25.0,226,65.4203539823009,0.0884955752212389,0.0309734513274336,0.15929203539823,0.0088495575221238,1.0,74.2,0.8
Defender,21.0,189.0,87.0,4,89.75,0.0,0.0,0.25,0.0,0.8,85.8,2.3
Midfielder,22.0,173.0,31.0,150,63.4333333333333,0.06,0.12,0.18,0.0066666666666666,1.4,75.6,0.3
Defender,29.0,190.0,23.0,116,61.6120689655172,0.0172413793103448,0.0086206896551724,0.206896551724138,0.0086206896551724,0.4,80.0,1.8
Defender,23.0,188.0,4.0,100,64.51,0.01,0.02,0.18,0.0,0.3,87.0,1.1
Midfielder,26.0,176.0,20.0,128,53.0,0.0625,0.0625,0.1484375,0.015625,1.0,76.5,0.8
