target,Age,Height,Shirt Number,Matches,Minutes/Match,Goals/Match,Assists/Match,Yellow Cards/Match,Red Cards/Match,Shots/Match,Pass Success Rate,Aerials Won
Forward,21.0,195.0,10.0,79,55.2151898734177,0.189873417721519,0.0379746835443038,0.0759493670886076,0.0,1.2,69.0,1.2
Goalkeeper,34.0,188.0,30.0,135,89.237037037037,0.0,0.0148148148148148,0.0074074074074074,0.0074074074074074,0.0,56.9,0.3
Midfielder,22.0,178.0,15.0,14,67.4285714285714,0.357142857142857,0.142857142857143,0.0,0.0,1.0,82.4,0.2
Defender,22.0,187.0,22.0,40,61.075,0.025,0.05,0.125,0.025,0.6,82.0,1.0
Midfielder,20.0,179.0,19.0,75,66.4133333333333,0.106666666666667,0.0533333333333333,0.146666666666667,0.0,1.0,83.9,0.5
Defender,19.0,194.0,23.0,13,74.0769230769231,0.0,0.0,0.0769230769230769,0.0,0.4,87.3,1.2
Goalkeeper,25.0,194.0,28.0,78,89.7051282051282,0.0,0.0128205128205128,0.0384615384615385,0.0,0.0,68.6,0.2
Defender,21.0,188.0,5.0,59,73.5593220338983,0.0677966101694915,0.0169491525423729,0.271186440677966,0.0338983050847458,0.5,87.3,1.4
Forward,22.0,184.0,18.0,101,29.4059405940594,0.128712871287129,0.0693069306930693,0.0495049504950495,0.0,1.0,69.3,1.0
Midfielder,18.0,190.0,17.0,4,12.75,0.25,0.0,0.0,0.0,1.3,77.1,1.0
Defender,22.0,187.0,4.0,53,75.0566037735849,0.0377358490566038,0.0566037735849057,0.113207547169811,0.0,0.2,84.5,1.6
Midfielder,23.0,167.0,21.0,13,14.4615384615385,0.0,0.153846153846154,0.0769230769230769,0.0,0.3,74.6,0.4
Midfielder,21.0,184.0,18.0,30,59.1666666666667,0.0333333333333333,0.0333333333333333,0.1,0.0,0.7,83.1,0.5
Midfielder,21.0,180.0,6.0,48,52.2916666666667,0.0416666666666667,0.104166666666667,0.145833333333333,0.0,0.8,75.9,1.0
Forward,21.0,187.0,40.0,19,21.5789473684211,0.105263157894737,0.0,0.0,0.0,0.4,74.2,0.2
Forward,18.0,184.0,9.0,2,5.5,0.0,0.0,0.0,0.0,0.0,66.7,0.0
Defender,26.0,183.0,5.0,36,57.1666666666667,0.0277777777777778,0.0,0.277777777777778,0.0,0.2,79.7,0.7
Midfielder,31.0,180.0,32.0,300,71.24,0.27,0.246666666666667,0.05,0.0033333333333333,2.1,78.6,0.5
Midfielder,27.0,181.0,8.0,285,80.4350877192983,0.056140350877193,0.0842105263157895,0.126315789473684,0.0,0.9,78.7,1.4
Goalkeeper,22.0,190.0,1.0,53,90.5660377358491,0.0,0.0,0.0,0.0,0.0,69.0,0.2
Forward,23.0,183.0,20.0,50,32.28,0.1,0.06,0.08,0.0,0.8,58.8,1.0
Midfielder,24.0,184.0,6.0,69,61.6811594202899,0.0289855072463768,0.0289855072463768,0.144927536231884,0.0,0.6,77.6,0.9
Midfielder,22.0,188.0,18.0,88,47.9090909090909,0.125,0.0909090909090909,0.102272727272727,0.0113636363636364,0.9,66.9,0.4
Defender,28.0,189.0,3.0,193,82.0259067357513,0.077720207253886,0.0103626943005181,0.129533678756477,0.0,0.4,85.5,1.9
Defender,21.0,186.0,37.0,8,54.25,0.0,0.0,0.0,0.0,0.0,86.3,0.6
Midfielder,22.0,192.0,34.0,64,58.6875,0.0625,0.078125,0.140625,0.015625,1.0,77.3,0.8
Midfielder,26.0,172.0,23.0,173,50.6011560693642,0.190751445086705,0.092485549132948,0.0867052023121387,0.0,1.6,80.1,0.2
Defender,23.0,191.0,33.0,29,47.2068965517241,0.0,0.0344827586206897,0.0344827586206897,0.0,0.1,87.6,0.7
Defender,18.0,185.0,43.0,2,8.5,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Midfielder,23.0,181.0,7.0,69,25.9275362318841,0.0289855072463768,0.0434782608695652,0.0144927536231884,0.0,0.2,78.0,0.2
Midfielder,19.0,182.0,44.0,1,9.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Goalkeeper,26.0,190.0,21.0,124,89.6370967741936,0.0,0.0,0.0,0.0,0.0,69.6,0.2
Midfielder,24.0,177.0,11.0,25,41.04,0.2,0.04,0.08,0.0,1.0,74.1,0.2
Defender,27.0,188.0,3.0,20,64.7,0.05,0.0,0.25,0.05,0.1,78.3,1.6
Midfielder,27.0,180.0,17.0,59,70.8135593220339,0.0338983050847458,0.0508474576271187,0.288135593220339,0.0169491525423729,0.7,86.5,0.7
Midfielder,29.0,184.0,10.0,61,36.4426229508197,0.0655737704918033,0.114754098360656,0.0819672131147541,0.0163934426229508,0.6,77.5,0.3
Goalkeeper,27.0,185.0,1.0,22,87.9545454545455,0.0,0.0,0.136363636363636,0.0454545454545455,0.0,44.8,0.3
Goalkeeper,32.0,194.0,13.0,198,88.7626262626263,0.005050505050505,0.0,0.0606060606060606,0.0,0.0,49.5,0.3
Defender,32.0,188.0,6.0,13,86.3846153846154,0.0769230769230769,0.0,0.153846153846154,0.0,0.4,83.3,1.8
Defender,26.0,185.0,20.0,65,66.9230769230769,0.0307692307692308,0.0769230769230769,0.2,0.0,0.8,77.4,0.7
Defender,26.0,186.0,22.0,6,43.5,0.0,0.0,0.0,0.0,0.2,78.3,1.2
Midfielder,23.0,177.0,8.0,14,66.5,0.0,0.0,0.142857142857143,0.0,0.5,87.1,0.7
Defender,23.0,170.0,2.0,23,69.0434782608696,0.0,0.0,0.173913043478261,0.0,0.2,84.2,0.5
Defender,31.0,188.0,22.0,265,83.2867924528302,0.0226415094339623,0.0037735849056603,0.19622641509434,0.0075471698113207,0.4,84.4,1.9
Midfielder,32.0,178.0,14.0,199,61.9396984924623,0.0402010050251256,0.0402010050251256,0.21608040201005,0.0,0.5,77.4,1.0
Forward,25.0,180.0,9.0,46,41.6956521739131,0.0434782608695652,0.0434782608695652,0.108695652173913,0.0,0.9,59.5,0.8
Forward,24.0,186.0,19.0,6,30.3333333333333,0.166666666666667,0.0,0.0,0.0,1.2,67.6,1.7
Forward,30.0,190.0,18.0,320,74.703125,0.4375,0.159375,0.075,0.003125,2.2,66.8,4.7
Midfielder,26.0,181.0,24.0,78,60.6538461538462,0.0128205128205128,0.0,0.294871794871795,0.0,0.8,76.6,1.4
Midfielder,24.0,179.0,21.0,32,29.96875,0.09375,0.0625,0.0,0.0,0.7,77.8,0.4
Midfielder,17.0,180.0,19.0,74,65.2567567567568,0.162162162162162,0.27027027027027,0.108108108108108,0.0,2.1,83.1,0.1
Forward,36.0,185.0,9.0,623,82.1508828250401,0.768860353130016,0.160513643659711,0.0914927768860353,0.0032102728731942,3.7,74.5,2.0
Midfielder,21.0,173.0,14.0,43,26.3255813953488,0.0930232558139535,0.0697674418604651,0.0465116279069767,0.0,0.4,85.5,0.0
Midfielder,21.0,174.0,8.0,166,69.2951807228916,0.126506024096386,0.0903614457831325,0.0481927710843374,0.0,0.7,87.8,0.1
Defender,33.0,182.0,5.0,419,87.1479713603819,0.0620525059665871,0.0143198090692124,0.262529832935561,0.0143198090692124,0.7,81.0,2.3
Midfielder,21.0,172.0,17.0,20,59.55,0.0,0.25,0.1,0.0,0.5,89.9,0.4
Defender,25.0,180.0,23.0,296,85.1756756756757,0.0405405405405405,0.0506756756756757,0.101351351351351,0.0101351351351351,0.6,87.3,2.3
Defender,17.0,184.0,2.0,40,79.15,0.0,0.025,0.175,0.0,0.3,92.2,1.6
Midfielder,17.0,188.0,28.0,3,81.3333333333333,0.0,0.0,0.666666666666667,0.0,0.7,92.5,0.3
Goalkeeper,25.0,184.0,13.0,34,85.4705882352941,0.0,0.0,0.0588235294117647,0.0,0.0,82.0,0.2
Goalkeeper,32.0,187.0,1.0,506,89.5750988142293,0.0,0.0039525691699604,0.0256916996047431,0.0,0.0,80.4,0.3
Defender,18.0,185.0,32.0,15,39.8666666666667,0.0,0.133333333333333,0.0,0.0,0.2,91.0,0.1
Forward,22.0,184.0,18.0,11,15.9090909090909,0.0909090909090909,0.0909090909090909,0.181818181818182,0.0,0.5,83.9,0.0
Defender,22.0,186.0,35.0,11,34.3636363636364,0.0,0.0909090909090909,0.0909090909090909,0.0,0.0,83.8,0.4
Midfielder,21.0,174.0,16.0,49,42.3061224489796,0.224489795918367,0.0408163265306122,0.102040816326531,0.0,1.5,85.8,0.3
Defender,19.0,188.0,36.0,5,41.2,0.0,0.0,0.2,0.0,0.0,93.9,0.6
Midfielder,20.0,173.0,6.0,123,66.6910569105691,0.0650406504065041,0.0813008130081301,0.284552845528455,0.016260162601626,0.7,88.8,0.9
Forward,23.0,189.0,22.0,91,68.8131868131868,0.450549450549451,0.208791208791209,0.0659340659340659,0.0,2.9,73.0,1.4
Defender,28.0,195.0,4.0,370,84.6810810810811,0.0351351351351351,0.0297297297297297,0.12972972972973,0.0027027027027027,0.4,88.4,2.4
Defender,25.0,194.0,12.0,214,82.5747663551402,0.0467289719626168,0.0186915887850467,0.163551401869159,0.0046728971962616,0.6,88.2,1.8
Midfielder,26.0,176.0,25.0,172,59.953488372093,0.0930232558139535,0.122093023255814,0.151162790697674,0.005813953488372,0.8,86.6,0.4
Midfielder,27.0,173.0,24.0,148,61.4527027027027,0.0472972972972973,0.0945945945945946,0.0810810810810811,0.0067567567567567,0.8,88.5,0.5
Goalkeeper,34.0,192.0,1.0,379,89.7361477572559,0.0,0.0,0.0316622691292876,0.0052770448548812,0.0,70.3,0.2
Defender,21.0,173.0,13.0,13,34.7692307692308,0.0,0.153846153846154,0.153846153846154,0.0,0.4,75.8,0.4
Defender,19.0,186.0,44.0,42,60.0,0.0,0.0238095238095238,0.0952380952380952,0.0238095238095238,0.2,89.7,0.4
Goalkeeper,24.0,196.0,17.0,44,88.75,0.0,0.0,0.0227272727272727,0.0,0.0,67.4,0.2
Defender,32.0,186.0,4.0,314,84.8089171974522,0.0955414012738854,0.0159235668789809,0.152866242038217,0.0127388535031847,0.7,84.7,3.8
Goalkeeper,34.0,191.0,1.0,330,89.1787878787879,0.0,0.003030303030303,0.009090909090909,0.0,0.0,71.1,0.2
Defender,24.0,187.0,2.0,144,72.7083333333333,0.0486111111111111,0.0625,0.194444444444444,0.0,0.6,82.9,1.9
Goalkeeper,22.0,192.0,26.0,102,89.5588235294118,0.0,0.0,0.0294117647058824,0.0,0.0,76.7,0.2
Forward,24.0,177.0,11.0,183,71.7814207650273,0.459016393442623,0.120218579234973,0.0983606557377049,0.0054644808743169,2.7,69.4,0.6
Defender,21.0,184.0,23.0,113,82.4159292035398,0.0442477876106195,0.0,0.141592920353982,0.0088495575221238,0.2,90.5,1.2
Forward,21.0,195.0,30.0,85,57.9411764705882,0.352941176470588,0.0705882352941177,0.0235294117647059,0.0,1.8,66.5,1.6
Midfielder,34.0,178.0,44.0,325,69.6492307692308,0.0646153846153846,0.113846153846154,0.172307692307692,0.0,0.8,86.9,0.4
Midfielder,19.0,180.0,7.0,82,41.2682926829268,0.0853658536585366,0.0853658536585366,0.0121951219512195,0.0,1.1,78.7,0.2
Midfielder,26.0,175.0,8.0,206,59.0436893203884,0.0776699029126214,0.029126213592233,0.160194174757282,0.0048543689320388,1.0,82.2,1.1
Midfielder,23.0,179.0,13.0,59,61.3389830508475,0.0169491525423729,0.0677966101694915,0.0677966101694915,0.0,0.3,82.4,0.4
Forward,29.0,185.0,19.0,302,63.2715231788079,0.360927152317881,0.0827814569536424,0.0695364238410596,0.0,2.2,74.9,1.3
Midfielder,19.0,180.0,18.0,70,75.5285714285714,0.0428571428571429,0.1,0.142857142857143,0.0,0.5,85.4,0.4
Defender,19.0,196.0,5.0,29,33.8620689655172,0.0,0.0,0.0689655172413793,0.0,0.0,89.6,0.4
Midfielder,18.0,191.0,20.0,20,43.0,0.15,0.05,0.1,0.0,1.1,76.7,0.7
Defender,19.0,183.0,47.0,1,90.0,0.0,0.0,0.0,0.0,0.0,89.7,4.0
Midfielder,18.0,182.0,19.0,14,52.5714285714286,0.0714285714285714,0.0714285714285714,0.357142857142857,0.0,0.5,73.7,0.6
Midfielder,20.0,172.0,22.0,51,38.921568627451,0.0588235294117647,0.0392156862745098,0.0588235294117647,0.0196078431372549,0.5,84.2,0.3
Forward,24.0,190.0,8.0,43,72.0,0.255813953488372,0.0465116279069767,0.0930232558139535,0.0,2.3,65.6,1.8
Midfielder,32.0,172.0,11.0,178,84.7808988764045,0.264044943820225,0.224719101123596,0.213483146067416,0.050561797752809,2.2,75.1,0.8
Defender,25.0,187.0,5.0,106,73.3962264150943,0.0566037735849057,0.0094339622641509,0.216981132075472,0.0094339622641509,0.4,84.0,1.5
Goalkeeper,26.0,180.0,16.0,32,81.6875,0.0,0.0,0.0,0.03125,0.0,66.1,0.5
Forward,19.0,180.0,14.0,5,28.8,0.2,0.2,0.0,0.0,0.6,95.7,0.0
Midfielder,32.0,173.0,12.0,371,66.3423180592992,0.0404312668463612,0.0673854447439353,0.191374663072776,0.0107816711590297,0.6,85.5,0.5
Defender,21.0,182.0,29.0,53,57.5283018867925,0.0188679245283019,0.0188679245283019,0.0566037735849057,0.0,0.2,78.8,0.6
Forward,18.0,182.0,39.0,4,21.0,0.0,0.0,0.0,0.0,0.3,75.0,0.0
Midfielder,24.0,187.0,15.0,3,11.3333333333333,0.0,0.0,0.0,0.0,0.0,90.9,0.0
Goalkeeper,33.0,186.0,40.0,318,88.6415094339623,0.0,0.0031446540880503,0.0314465408805031,0.0062893081761006,0.0,61.0,0.4
Midfielder,32.0,183.0,20.0,100,77.47,0.02,0.02,0.14,0.0,0.6,78.8,1.4
Defender,20.0,179.0,21.0,17,72.7647058823529,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.4,76.6,0.8
Forward,19.0,170.0,38.0,9,19.2222222222222,0.0,0.0,0.0,0.0,0.0,70.0,0.2
Forward,19.0,180.0,41.0,2,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Midfielder,23.0,179.0,13.0,156,68.9358974358974,0.0064102564102564,0.0705128205128205,0.141025641025641,0.0064102564102564,0.4,80.8,0.6
Defender,27.0,192.0,4.0,105,84.6380952380952,0.0190476190476191,0.0190476190476191,0.285714285714286,0.0190476190476191,0.7,82.0,3.2
Midfielder,19.0,182.0,44.0,2,3.0,0.0,0.0,0.5,0.0,0.0,100.0,0.0
Midfielder,19.0,185.0,45.0,3,57.6666666666667,0.0,0.0,0.666666666666667,0.333333333333333,0.3,92.9,0.0
Midfielder,24.0,184.0,17.0,208,52.8173076923077,0.1875,0.139423076923077,0.0288461538461538,0.0,1.6,82.5,0.2
Midfielder,26.0,173.0,8.0,194,79.4278350515464,0.391752577319588,0.257731958762887,0.15979381443299,0.0103092783505155,2.7,78.1,0.3
Midfielder,25.0,178.0,23.0,104,38.1057692307692,0.0865384615384615,0.0769230769230769,0.115384615384615,0.0096153846153846,0.8,91.1,0.4
Midfielder,25.0,185.0,42.0,94,77.4148936170213,0.0531914893617021,0.074468085106383,0.287234042553192,0.0106382978723404,0.6,84.3,0.7
Midfielder,23.0,173.0,21.0,70,52.5428571428571,0.128571428571429,0.114285714285714,0.0857142857142857,0.0,1.2,80.6,0.2
Midfielder,29.0,177.0,5.0,140,74.7214285714286,0.0928571428571429,0.0857142857142857,0.121428571428571,0.0071428571428571,0.7,84.2,0.8
Midfielder,17.0,172.0,57.0,15,67.6,0.0666666666666667,0.0666666666666667,0.133333333333333,0.0,1.5,81.0,0.3
Defender,23.0,185.0,25.0,157,76.687898089172,0.0764331210191083,0.0573248407643312,0.127388535031847,0.0127388535031847,0.5,89.1,1.7
Defender,20.0,190.0,26.0,66,76.6212121212121,0.0606060606060606,0.0151515151515152,0.166666666666667,0.0151515151515152,0.8,91.8,1.7
Forward,19.0,181.0,19.0,9,22.5555555555556,0.333333333333333,0.111111111111111,0.0,0.0,1.7,71.4,0.4
Midfielder,24.0,179.0,20.0,17,57.7647058823529,0.235294117647059,0.0588235294117647,0.0588235294117647,0.0,1.1,80.0,0.4
Goalkeeper,26.0,192.0,13.0,10,90.0,0.0,0.0,0.0,0.0,0.0,71.1,0.2
Defender,21.0,191.0,6.0,99,81.6464646464647,0.0101010101010101,0.0202020202020202,0.151515151515152,0.0101010101010101,0.4,85.5,0.8
Goalkeeper,24.0,190.0,1.0,30,89.1333333333333,0.0,0.0,0.0,0.0,0.0,82.0,0.1
Midfielder,29.0,177.0,11.0,255,60.9019607843137,0.133333333333333,0.145098039215686,0.109803921568627,0.0039215686274509,1.2,81.6,0.2
Defender,22.0,184.0,72.0,72,58.0833333333333,0.0416666666666667,0.0138888888888889,0.0555555555555556,0.0,0.1,88.5,0.7
Midfielder,20.0,178.0,18.0,48,69.6458333333333,0.0416666666666667,0.104166666666667,0.1875,0.0,0.5,84.1,0.5
Defender,20.0,183.0,22.0,34,58.0,0.0,0.0,0.0882352941176471,0.0,0.1,84.4,0.3
Midfielder,19.0,178.0,29.0,39,57.6923076923077,0.0,0.0,0.17948717948718,0.0256410256410256,0.3,85.7,0.8
Forward,19.0,185.0,20.0,18,29.0,0.0,0.0,0.0,0.0,1.2,69.3,1.1
Defender,26.0,191.0,2.0,25,78.6,0.08,0.04,0.24,0.04,0.8,79.5,2.2
Midfielder,25.0,175.0,7.0,99,63.6363636363636,0.0707070707070707,0.0808080808080808,0.111111111111111,0.0101010101010101,1.8,74.0,0.4
Goalkeeper,25.0,190.0,1.0,13,90.0,0.0,0.0,0.153846153846154,0.0,0.0,52.1,0.5
Defender,24.0,191.0,4.0,11,90.0,0.0,0.0,0.0909090909090909,0.0,0.8,79.2,2.0
Midfielder,22.0,180.0,16.0,45,62.1777777777778,0.0,0.0888888888888889,0.222222222222222,0.0444444444444444,0.2,87.9,0.7
Defender,23.0,187.0,3.0,21,41.7142857142857,0.0476190476190476,0.0,0.238095238095238,0.0,0.3,79.0,1.1
Defender,31.0,189.0,19.0,67,82.1492537313433,0.0149253731343284,0.0,0.149253731343284,0.0149253731343284,0.2,85.6,1.3
Forward,23.0,182.0,9.0,12,44.3333333333333,0.0,0.0833333333333333,0.0833333333333333,0.0,2.0,59.9,0.5
Midfielder,25.0,194.0,89.0,10,79.4,0.0,0.0,0.4,0.0,0.4,75.6,2.2
Midfielder,22.0,183.0,17.0,30,43.6666666666667,0.0,0.0666666666666667,0.3,0.0,0.2,76.6,0.8
Midfielder,26.0,176.0,14.0,20,42.95,0.0,0.0,0.0,0.0,0.6,78.6,0.5
Forward,22.0,178.0,52.0,5,26.8,0.2,0.0,0.0,0.0,0.6,81.0,0.0
Defender,40.0,187.0,6.0,413,87.046004842615,0.036319612590799,0.0169491525423729,0.167070217917676,0.0048426150121065,0.6,85.3,2.3
Midfielder,21.0,179.0,8.0,27,45.1851851851852,0.0,0.037037037037037,0.259259259259259,0.0,0.6,84.0,0.2
Midfielder,23.0,173.0,10.0,5,50.2,0.2,0.0,0.2,0.0,1.2,86.6,0.2
Midfielder,24.0,183.0,80.0,38,51.1315789473684,0.0789473684210526,0.157894736842105,0.157894736842105,0.0263157894736842,1.1,77.3,0.3
Midfielder,26.0,175.0,11.0,21,38.952380952381,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0,0.5,86.6,0.0
Midfielder,26.0,175.0,29.0,5,14.0,0.0,0.0,0.0,0.0,0.2,75.2,0.0
Forward,27.0,183.0,77.0,6,49.6666666666667,0.0,0.0,0.0,0.0,0.8,68.4,1.3
Defender,22.0,188.0,12.0,2,7.5,0.0,0.0,0.0,0.0,0.0,60.7,0.0
Goalkeeper,37.0,192.0,33.0,64,88.546875,0.0,0.0,0.109375,0.03125,0.0,63.1,0.3
Midfielder,24.0,180.0,17.0,58,56.0172413793103,0.258620689655172,0.0517241379310345,0.0689655172413793,0.0172413793103448,1.6,74.1,0.3
Goalkeeper,24.0,184.0,94.0,78,89.4230769230769,0.0,0.0,0.0384615384615385,0.0,0.0,75.0,0.5
Defender,27.0,193.0,2.0,92,80.9891304347826,0.0434782608695652,0.0108695652173913,0.0978260869565217,0.0108695652173913,0.5,79.8,2.0
Forward,20.0,182.0,22.0,43,59.5348837209302,0.209302325581395,0.0465116279069767,0.186046511627907,0.0232558139534884,1.2,80.3,0.9
Midfielder,19.0,173.0,6.0,33,50.7272727272727,0.0,0.0,0.0606060606060606,0.0,0.6,88.7,0.7
Midfielder,20.0,180.0,71.0,14,44.3571428571429,0.0714285714285714,0.0714285714285714,0.285714285714286,0.0,1.0,73.6,0.3
Defender,27.0,193.0,21.0,190,85.1421052631579,0.0473684210526316,0.0105263157894737,0.231578947368421,0.0105263157894737,0.4,78.9,2.4
Defender,19.0,192.0,92.0,5,61.2,0.0,0.0,0.2,0.0,0.0,62.1,0.4
Forward,19.0,180.0,67.0,21,15.7619047619048,0.0,0.0,0.0476190476190476,0.0,0.3,90.6,0.1
Midfielder,31.0,176.0,10.0,172,80.3255813953488,0.197674418604651,0.226744186046512,0.174418604651163,0.005813953488372,1.6,80.8,0.4
Defender,18.0,178.0,55.0,10,49.4,0.0,0.1,0.1,0.0,0.3,81.6,0.3
Forward,24.0,192.0,11.0,45,38.9111111111111,0.0666666666666667,0.0222222222222222,0.0222222222222222,0.0,0.8,75.2,0.3
Midfielder,20.0,180.0,5.0,14,33.8571428571429,0.0,0.0,0.214285714285714,0.0,0.4,74.7,0.6
Midfielder,20.0,188.0,63.0,1,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0
Midfielder,23.0,175.0,22.0,103,61.8058252427185,0.116504854368932,0.0194174757281553,0.155339805825243,0.0,1.5,79.9,0.5
Defender,27.0,188.0,19.0,30,80.6,0.0333333333333333,0.0333333333333333,0.0666666666666667,0.0,0.2,81.1,1.3
Midfielder,22.0,189.0,39.0,66,68.7727272727273,0.0757575757575758,0.0303030303030303,0.121212121212121,0.0,1.1,85.5,0.7
Defender,18.0,183.0,45.0,1,9.0,0.0,0.0,0.0,0.0,0.0,57.1,0.0
Defender,25.0,186.0,3.0,38,85.6052631578947,0.0526315789473684,0.0,0.157894736842105,0.0,0.2,82.0,2.0
Midfielder,22.0,189.0,14.0,7,40.8571428571429,0.0,0.0,0.142857142857143,0.0,1.3,82.7,0.4
Forward,28.0,192.0,9.0,15,45.2666666666667,0.2,0.0666666666666667,0.0,0.0,1.3,60.0,1.7
Midfielder,27.0,178.0,18.0,120,65.775,0.141666666666667,0.0916666666666667,0.208333333333333,0.0083333333333333,2.1,69.4,0.4
Defender,28.0,188.0,21.0,71,78.4507042253521,0.0563380281690141,0.0,0.154929577464789,0.0140845070422535,0.5,88.0,2.1
Goalkeeper,27.0,181.0,30.0,74,88.3648648648649,0.0,0.0,0.0945945945945946,0.0,0.0,70.5,0.2
Forward,24.0,178.0,20.0,7,38.7142857142857,0.0,0.0,0.285714285714286,0.0,1.0,84.1,0.3
Midfielder,22.0,173.0,11.0,6,63.0,0.0,0.0,0.0,0.0,1.3,83.1,0.0
Midfielder,22.0,165.0,6.0,7,43.1428571428571,0.0,0.0,0.0,0.0,0.3,88.7,0.1
Midfielder,23.0,179.0,29.0,42,37.952380952381,0.0,0.0,0.0952380952380952,0.0,0.2,82.5,0.7
Forward,19.0,171.0,76.0,40,53.5,0.275,0.2,0.15,0.0,1.5,73.0,0.7
Defender,37.0,190.0,5.0,227,87.7004405286344,0.0572687224669604,0.0088105726872246,0.114537444933921,0.0088105726872246,0.6,83.9,2.5
Midfielder,18.0,177.0,37.0,10,63.7,0.0,0.0,0.2,0.0,0.5,79.9,0.1
Midfielder,32.0,181.0,10.0,50,76.12,0.14,0.04,0.16,0.0,0.8,87.2,0.8
Forward,20.0,183.0,41.0,1,4.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
Forward,29.0,175.0,25.0,12,33.1666666666667,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0,1.3,68.1,0.4
Defender,27.0,177.0,17.0,13,74.2307692307692,0.0,0.230769230769231,0.461538461538462,0.0,0.3,84.6,0.8
Midfielder,26.0,188.0,26.0,54,67.037037037037,0.0185185185185185,0.0185185185185185,0.277777777777778,0.0,0.7,76.8,1.4
Midfielder,21.0,185.0,27.0,2,52.0,0.0,0.0,0.0,0.0,0.5,72.7,3.0
Midfielder,22.0,189.0,41.0,29,48.7586206896552,0.0,0.0344827586206897,0.310344827586207,0.0,0.1,80.1,1.1
Goalkeeper,28.0,194.0,37.0,21,84.4761904761905,0.0,0.0,0.0952380952380952,0.0,0.0,63.6,0.2
Defender,28.0,185.0,5.0,10,87.7,0.0,0.0,0.1,0.0,0.9,74.6,1.6
Midfielder,26.0,170.0,41.0,9,53.1111111111111,0.111111111111111,0.0,0.0,0.0,1.4,73.4,0.8
Midfielder,26.0,171.0,10.0,13,71.5384615384615,0.0,0.0769230769230769,0.307692307692308,0.0,1.9,76.6,0.3
Defender,23.0,189.0,38.0,13,84.8461538461538,0.0,0.0,0.461538461538462,0.0,1.2,79.3,2.9
Midfielder,23.0,177.0,11.0,42,61.5238095238095,0.119047619047619,0.0238095238095238,0.142857142857143,0.0,1.4,75.0,0.3
Forward,20.0,185.0,41.0,10,33.1,0.2,0.0,0.1,0.0,1.0,75.9,0.5
Defender,25.0,183.0,40.0,8,86.875,0.0,0.0,0.5,0.125,0.5,87.7,1.9
Midfielder,23.0,173.0,70.0,45,32.6222222222222,0.0,0.0222222222222222,0.0666666666666667,0.0,0.4,80.3,0.1
