Name;Full Name;Nationality;Age;Height;Current Team;Shirt Number;Apps;Mins;Mins/App;Goals;Goals/App;Assists;Assists/App;Yel;Yel/App;Red;Red/App;Shots per Game;Pass Success Percentage;Aerials Won;Forward;Midfielder;Defender;Goalkeeper
David Raum;;Germany;26;180;RB Leipzig;22;219;15564;71.0684931506849;10;0.045662100456621;44;0.200913242009132;31;0.141552511415525;0;0;0.5;77.6;0.8;0;1;1;0
Mohamed Simakan;;;24;187;Al Nassr FC;2;144;10470;72.7083333333333;7;0.0486111111111111;9;0.0625;28;0.194444444444444;0;0;0.6;82.9;1.9;0;0;1;0
Maarten Vandevoordt;;Belgium;22;192;RB Leipzig;26;102;9135;89.5588235294118;0;0;0;0;3;0.0294117647058824;0;0;0;76.7;0.2;0;0;0;1
Loïs Openda;;Belgium;24;177;RB Leipzig;11;183;13136;71.7814207650273;84;0.459016393442623;22;0.120218579234973;18;0.0983606557377049;1;0.00546448087431694;2.7;69.4;0.6;1;0;0;0
Castello Lukeba;;France;21;184;RB Leipzig;23;113;9313;82.4159292035398;5;0.0442477876106195;0;0;16;0.141592920353982;1;0.00884955752212389;0.2;90.5;1.2;0;0;1;0
Benjamin Sesko;;Slovenia;21;195;RB Leipzig;30;85;4925;57.9411764705882;30;0.352941176470588;6;0.0705882352941177;2;0.0235294117647059;0;0;1.8;66.5;1.6;1;0;0;0
Kevin Kampl;;Slovenia;34;178;RB Leipzig;44;325;22636;69.6492307692308;21;0.0646153846153846;37;0.113846153846154;56;0.172307692307692;0;0;0.8;86.9;0.4;0;1;0;0
Benjamin Henrichs;;Germany;27;183;RB Leipzig;39;254;16754;65.9606299212598;7;0.0275590551181102;23;0.0905511811023622;43;0.169291338582677;1;0.00393700787401575;0.7;77.2;0.7;0;1;1;0
Antonio Nusa;;Norway;19;180;RB Leipzig;7;82;3384;41.2682926829268;7;0.0853658536585366;7;0.0853658536585366;1;0.0121951219512195;0;0;1.1;78.7;0.2;0;1;0;0
Amadou Haidara;;Mali;26;175;RB Leipzig;8;206;12163;59.0436893203884;16;0.0776699029126214;6;0.029126213592233;33;0.160194174757282;1;0.00485436893203883;1;82.2;1.1;0;1;0;0
Lutsharel Geertruida;;Netherlands;24;184;RB Leipzig;3;185;14139;76.427027027027;21;0.113513513513514;10;0.0540540540540541;15;0.0810810810810811;0;0;0.6;89.7;0.6;0;1;1;0
Nicolas Seiwald;;Austria;23;179;RB Leipzig;13;59;3619;61.3389830508475;1;0.0169491525423729;4;0.0677966101694915;4;0.0677966101694915;0;0;0.3;82.4;0.4;0;1;0;0
Lukas Klostermann;;Germany;28;187;RB Leipzig;16;269;19795;73.5873605947955;12;0.0446096654275093;8;0.0297397769516729;17;0.0631970260223048;0;0;0.4;83.1;1.1;0;1;1;0
André Silva;André Miguel Valente da Silva;Portugal;29;185;RB Leipzig;19;302;19108;63.2715231788079;109;0.360927152317881;25;0.0827814569536424;21;0.0695364238410596;0;0;2.2;74.9;1.3;1;0;0;0
Christoph Baumgartner;;Austria;25;180;RB Leipzig;14;200;11986;59.93;40;0.2;18;0.09;31;0.155;1;0.005;1.7;72.8;1.5;1;1;0;0
Arthur Vermeeren;;Belgium;19;180;RB Leipzig;18;70;5287;75.5285714285714;3;0.0428571428571429;7;0.1;10;0.142857142857143;0;0;0.5;85.4;0.4;0;1;0;0
El Chadaille Bitshiabu;;France;19;196;RB Leipzig;5;29;982;33.8620689655172;0;0;0;0;2;0.0689655172413793;0;0;0;89.6;0.4;0;0;1;0
Eljif Elmas;;Macedonia;25;184;RB Leipzig;6;262;11335;43.263358778626;23;0.0877862595419847;12;0.0458015267175573;34;0.129770992366412;1;0.00381679389312977;0.9;87.6;0.2;1;1;0;0
Yussuf Poulsen;;Denmark;30;192;RB Leipzig;9;342;18368;53.7076023391813;61;0.178362573099415;34;0.0994152046783626;32;0.0935672514619883;0;0;1.3;65.1;2.5;1;1;0;0
Assan Ouédraogo;;;18;191;RB Leipzig;20;20;860;43;3;0.15;1;0.05;2;0.1;0;0;1.1;76.7;0.7;0;1;0;0
Arnaud Nordin;;France;26;170;Montpellier;7;200;11169;55.845;31;0.155;15;0.075;17;0.085;1;0.005;1.4;81.5;0.5;1;1;0;0
Yael Mouanga;;;19;183;Montpellier;47;1;90;90;0;0;0;0;0;0;0;0;0;89.7;4;0;0;1;0
Nikola Maksimovic;;Serbia;32;193;Montpellier;52;208;16892;81.2115384615385;2;0.00961538461538462;8;0.0384615384615385;33;0.158653846153846;1;0.00480769230769231;0.2;88.8;1.7;0;1;1;0
Rabby Nzingoula;;;18;182;Montpellier;19;14;736;52.5714285714286;1;0.0714285714285714;1;0.0714285714285714;5;0.357142857142857;0;0;0.5;73.7;0.6;0;1;0;0
Khalil Fayad;;France;20;172;Montpellier;22;51;1985;38.921568627451;3;0.0588235294117647;2;0.0392156862745098;3;0.0588235294117647;1;0.0196078431372549;0.5;84.2;0.3;0;1;0;0
Akor Adams;;Nigeria;24;190;Montpellier;8;43;3096;72;11;0.255813953488372;2;0.0465116279069767;4;0.0930232558139535;0;0;2.3;65.6;1.8;1;0;0;0
Téji Savanier;;France;32;172;Montpellier;11;178;15091;84.7808988764045;47;0.264044943820225;40;0.224719101123596;38;0.213483146067416;9;0.050561797752809;2.2;75.1;0.8;0;1;0;0
Modibo Sagnan;;France;25;187;Montpellier;5;106;7780;73.3962264150943;6;0.0566037735849057;1;0.00943396226415094;23;0.216981132075472;1;0.00943396226415094;0.4;84;1.5;0;0;1;0
Dimitry Bertaud;;France;26;180;Montpellier;16;32;2614;81.6875;0;0;0;0;0;0;1;0.03125;0;66.1;0.5;0;0;0;1
Wahbi Khazri;;Tunisia;33;176;Montpellier;10;364;24737;67.9587912087912;86;0.236263736263736;39;0.107142857142857;86;0.236263736263736;5;0.0137362637362637;2.1;75.1;0.4;1;1;0;0
Tanguy Coulibaly;;France;23;178;Montpellier;70;92;3954;42.9782608695652;8;0.0869565217391304;2;0.0217391304347826;15;0.16304347826087;1;0.0108695652173913;0.8;75.6;0.4;1;1;0;0
Issiaga Sylla;;Guinea;30;180;Montpellier;3;279;20738;74.3297491039427;13;0.0465949820788531;18;0.0645161290322581;39;0.139784946236559;3;0.010752688172043;0.7;76.6;1.7;0;1;1;0
Othmane Maamma;;Morocco;19;180;Montpellier;14;5;144;28.8;1;0.2;1;0.2;0;0;0;0;0.6;95.7;0;1;0;0;0
Jordan Ferri;;France;32;173;Montpellier;12;371;24613;66.3423180592992;15;0.0404312668463612;25;0.0673854447439353;71;0.191374663072776;4;0.0107816711590297;0.6;85.5;0.5;0;1;0;0
Enzo Tchato;;Cameroon;21;182;Montpellier;29;53;3049;57.5283018867925;1;0.0188679245283019;1;0.0188679245283019;3;0.0566037735849057;0;0;0.2;78.8;0.6;0;0;1;0
Becir Omeragic;;Switzerland;22;187;Montpellier;27;37;2919;78.8918918918919;0;0;0;0;5;0.135135135135135;0;0;0.3;84.2;1;0;1;1;0
Yanis Issoufou;;;18;182;Montpellier;39;4;84;21;0;0;0;0;0;0;0;0;0.3;75;0;1;0;0;0
Mousa Al Ta'mari;Mousa Mohammad Mousa Sulaiman Al Ta'mari;Jordan;27;175;Montpellier;9;158;11132;70.4556962025316;18;0.113924050632911;6;0.0379746835443038;10;0.0632911392405063;2;0.0126582278481013;1.7;77.1;0.3;1;1;0;0
Gabriel Barès;;Switzerland;24;187;Montpellier;15;3;34;11.3333333333333;0;0;0;0;0;0;0;0;0;90.9;0;0;1;0;0
Benjamin Lecomte;;France;33;186;Montpellier;40;318;28188;88.6415094339623;0;0;1;0.00314465408805031;10;0.0314465408805031;2;0.00628930817610063;0;61;0.4;0;0;0;1
Birama Touré;;Mali;32;183;Montpellier;20;100;7747;77.47;2;0.02;2;0.02;14;0.14;0;0;0.6;78.8;1.4;0;1;0;0
Lucas Mincarelli;;;20;179;Montpellier;21;17;1237;72.7647058823529;1;0.0588235294117647;1;0.0588235294117647;1;0.0588235294117647;1;0.0588235294117647;0.4;76.6;0.8;0;0;1;0
Axel Gueguin;;France;19;170;Montpellier;38;9;173;19.2222222222222;0;0;0;0;0;0;0;0;0;70;0.2;1;0;0;0
Junior Ndiaye;;;19;180;Montpellier;41;2;7;3.5;0;0;0;0;0;0;0;0;0;0;0.5;1;0;0;0
Joris Chotard;;France;23;179;Montpellier;13;156;10754;68.9358974358974;1;0.00641025641025641;11;0.0705128205128205;22;0.141025641025641;1;0.00641025641025641;0.4;80.8;0.6;0;1;0;0
Falaye Sacko;;Mali;29;180;Montpellier;77;184;15072;81.9130434782609;2;0.0108695652173913;13;0.0706521739130435;19;0.103260869565217;0;0;0.2;79.9;0.9;0;1;1;0
Kiki Kouyaté;;Mali;27;192;Montpellier;4;105;8887;84.6380952380952;2;0.0190476190476191;2;0.0190476190476191;30;0.285714285714286;2;0.0190476190476191;0.7;82;3.2;0;0;1;0
Théo Chennahi;;;19;182;Montpellier;44;2;6;3;0;0;0;0;1;0.5;0;0;0;100;0;0;1;0;0
Stefan Dzodic;;;19;185;Montpellier;45;3;173;57.6666666666667;0;0;0;0;2;0.666666666666667;1;0.333333333333333;0.3;92.9;0;0;1;0;0
Viktor Gyökeres;;Sweden;26;187;Sporting CP;9;218;16004;73.4128440366973;108;0.495412844036697;38;0.174311926605505;14;0.0642201834862385;1;0.00458715596330275;2.6;71.7;1.5;1;1;0;0
Trincão;Francisco António Machado Mota de Castro Trincão;Portugal;24;184;Sporting CP;17;208;10986;52.8173076923077;39;0.1875;29;0.139423076923077;6;0.0288461538461538;0;0;1.6;82.5;0.2;0;1;0;0
Pote;Pedro António Pereira Gonçalves;Portugal;26;173;Sporting CP;8;194;15409;79.4278350515464;76;0.391752577319588;50;0.257731958762887;31;0.15979381443299;2;0.0103092783505155;2.7;78.1;0.3;0;1;0;0
Daniel Bragança;Daniel Santos Bragança;Portugal;25;178;Sporting CP;23;104;3963;38.1057692307692;9;0.0865384615384615;8;0.0769230769230769;12;0.115384615384615;1;0.00961538461538462;0.8;91.1;0.4;0;1;0;0
Morten Hjulmand;;Denmark;25;185;Sporting CP;42;94;7277;77.4148936170213;5;0.0531914893617021;7;0.074468085106383;27;0.287234042553192;1;0.0106382978723404;0.6;84.3;0.7;0;1;0;0
Geny Catamo;Geny Cipriano Catamo;Mozambique;23;173;Sporting CP;21;70;3678;52.5428571428571;9;0.128571428571429;8;0.114285714285714;6;0.0857142857142857;0;0;1.2;80.6;0.2;0;1;0;0
Hidemasa Morita;;Japan;29;177;Sporting CP;5;140;10461;74.7214285714286;13;0.0928571428571429;12;0.0857142857142857;17;0.121428571428571;1;0.00714285714285714;0.7;84.2;0.8;0;1;0;0
Geovany Quenda;Geovany Tcherno Quenda;Portugal;17;172;Sporting CP;57;15;1014;67.6;1;0.0666666666666667;1;0.0666666666666667;2;0.133333333333333;0;0;1.5;81;0.3;0;1;0;0
Gonçalo Inácio;Gonçalo Bernardo Inácio;Portugal;23;185;Sporting CP;25;157;12040;76.687898089172;12;0.0764331210191083;9;0.0573248407643312;20;0.127388535031847;2;0.0127388535031847;0.5;89.1;1.7;0;0;1;0
Ousmane Diomande;;Ivory Coast;20;190;Sporting CP;26;66;5057;76.6212121212121;4;0.0606060606060606;1;0.0151515151515152;11;0.166666666666667;1;0.0151515151515152;0.8;91.8;1.7;0;0;1;0
Conrad Harder;;;19;181;Sporting CP;19;9;203;22.5555555555556;3;0.333333333333333;1;0.111111111111111;0;0;0;0;1.7;71.4;0.4;1;0;0;0
Maximiliano Araújo;;Uruguay;24;179;Sporting CP;20;17;982;57.7647058823529;4;0.235294117647059;1;0.0588235294117647;1;0.0588235294117647;0;0;1.1;80;0.4;0;1;0;0
Vladan Kovacevic;;Bosnia-Herzegovina;26;192;Sporting CP;13;10;900;90;0;0;0;0;0;0;0;0;0;71.1;0.2;0;0;0;1
Zeno Debast;;Belgium;21;191;Sporting CP;6;99;8083;81.6464646464647;1;0.0101010101010101;2;0.0202020202020202;15;0.151515151515152;1;0.0101010101010101;0.4;85.5;0.8;0;0;1;0
Franco Israel;;Uruguay;24;190;Sporting CP;1;30;2674;89.1333333333333;0;0;0;0;0;0;0;0;0;82;0.1;0;0;0;1
Nuno Santos;Nuno Miguel Gomes dos Santos;Portugal;29;177;Sporting CP;11;255;15530;60.9019607843137;34;0.133333333333333;37;0.145098039215686;28;0.109803921568627;1;0.00392156862745098;1.2;81.6;0.2;0;1;0;0
Eduardo Quaresma;Eduardo Filipe Quaresma Vieira Coimbra Simões;Portugal;22;184;Sporting CP;72;72;4182;58.0833333333333;3;0.0416666666666667;1;0.0138888888888889;4;0.0555555555555556;0;0;0.1;88.5;0.7;0;0;1;0
Matheus Reis;Matheus Reis de Lima;Brazil;29;184;Sporting CP;2;243;16662;68.5679012345679;4;0.0164609053497942;18;0.0740740740740741;41;0.168724279835391;5;0.0205761316872428;0.2;86.6;0.8;0;1;1;0
Mateus Fernandes;Mateus Gonçalo Espanha Fernandes;Portugal;20;178;Southampton;18;48;3343;69.6458333333333;2;0.0416666666666667;5;0.104166666666667;9;0.1875;0;0;0.5;84.1;0.5;0;1;0;0
Marcus Edwards;;England;25;168;Sporting CP;10;207;12974;62.6763285024155;40;0.193236714975845;27;0.130434782608696;13;0.0628019323671498;2;0.00966183574879227;1.4;80.1;0;1;1;0;0
Iván Fresneda;;Spain;20;183;Sporting CP;22;34;1972;58;0;0;0;0;3;0.0882352941176471;0;0;0.1;84.4;0.3;0;0;1;0
Ricardo Esgaio;Ricardo de Sousa Esgaio;Portugal;31;172;Sporting CP;47;268;19246;71.8134328358209;8;0.0298507462686567;42;0.156716417910448;66;0.246268656716418;3;0.0111940298507463;0.4;80.4;0.7;0;1;1;0
Dário Essugo;Dário Cassia Luís Essugo;Portugal;19;178;Las Palmas;29;39;2250;57.6923076923077;0;0;0;0;7;0.17948717948718;1;0.0256410256410256;0.3;85.7;0.8;0;1;0;0
Rodrigo Ribeiro;Rodrigo Duarte Ribeiro;Portugal;19;185;AVS Futebol SAD;20;18;522;29;0;0;0;0;0;0;0;0;1.2;69.3;1.1;1;0;0;0
Duplexe Tchamba;;Cameroon;26;191;Casa Pia AC;2;25;1965;78.6;2;0.08;1;0.04;6;0.24;1;0.04;0.8;79.5;2.2;0;0;1;0
Nuno Moreira;Nuno Gonçalo Rocha Moreira;Portugal;25;175;Casa Pia AC;7;99;6300;63.6363636363636;7;0.0707070707070707;8;0.0808080808080808;11;0.111111111111111;1;0.0101010101010101;1.8;74;0.4;0;1;0;0
Patrick Sequeira;;Costa Rica;25;190;Casa Pia AC;1;13;1170;90;0;0;0;0;2;0.153846153846154;0;0;0;52.1;0.5;0;0;0;1
Leonardo Lelo;Leonardo Filipe da Cruz Lelo;Portugal;24;175;Casa Pia AC;5;71;6219;87.5915492957746;2;0.028169014084507;9;0.126760563380282;3;0.0422535211267606;0;0;0.6;75.4;0.5;0;1;1;0
Cassiano;Cassiano Dias Moreira;Brazil;35;184;Casa Pia AC;90;126;7091;56.2777777777778;22;0.174603174603175;5;0.0396825396825397;21;0.166666666666667;1;0.00793650793650794;1.1;61.4;1.7;1;1;0;0
João Goulart;João Pedro Goulart Silva;Portugal;24;191;Casa Pia AC;4;11;990;90;0;0;0;0;1;0.0909090909090909;0;0;0.8;79.2;2;0;0;1;0
Beni;Benedito Mambuene Mukendi;;22;180;Casa Pia AC;16;45;2798;62.1777777777778;0;0;4;0.0888888888888889;10;0.222222222222222;2;0.0444444444444444;0.2;87.9;0.7;0;1;0;0
Ruben Kluivert;;Netherlands;23;187;Casa Pia AC;3;21;876;41.7142857142857;1;0.0476190476190476;0;0;5;0.238095238095238;0;0;0.3;79;1.1;0;0;1;0
Nermin Zolotic;;Bosnia-Herzegovina;31;189;Casa Pia AC;19;67;5504;82.1492537313433;1;0.0149253731343284;0;0;10;0.149253731343284;1;0.0149253731343284;0.2;85.6;1.3;0;0;1;0
Max Svensson;;Spain;23;182;Casa Pia AC;9;12;532;44.3333333333333;0;0;1;0.0833333333333333;1;0.0833333333333333;0;0;2;59.9;0.5;1;0;0;0
Andrian Kraev;;Bulgaria;25;194;Casa Pia AC;89;10;794;79.4;0;0;0;0;4;0.4;0;0;0.4;75.6;2.2;0;1;0;0
Rafael Brito;Rafael Alexandre de Sousa Gancho de Brito;Portugal;22;183;Casa Pia AC;17;30;1310;43.6666666666667;0;0;2;0.0666666666666667;9;0.3;0;0;0.2;76.6;0.8;0;1;0;0
Miguel Sousa;Miguel Ferreira de Sousa;Portugal;26;176;Casa Pia AC;14;20;859;42.95;0;0;0;0;0;0;0;0;0.6;78.6;0.5;0;1;0;0
André Geraldes;André Geraldes de Barros;Portugal;33;180;Casa Pia AC;18;69;4550;65.9420289855073;0;0;0;0;7;0.101449275362319;0;0;0.2;75.8;0.6;0;1;1;0
Henrique Pereira;Henrique Martins Pereira;Portugal;22;178;Casa Pia AC;52;5;134;26.8;1;0.2;0;0;0;0;0;0;0.6;81;0;1;0;0;0
José Fonte;José Miguel da Rocha Fonte;Portugal;40;187;Casa Pia AC;6;413;35950;87.046004842615;15;0.036319612590799;7;0.0169491525423729;69;0.167070217917676;2;0.00484261501210654;0.6;85.3;2.3;0;0;1;0
Telasco Segovia;;Venezuela;21;179;Casa Pia AC;8;27;1220;45.1851851851852;0;0;1;0.037037037037037;7;0.259259259259259;0;0;0.6;84;0.2;0;1;0;0
Raúl Blanco;;Spain;23;173;Casa Pia AC;10;5;251;50.2;1;0.2;0;0;1;0.2;0;0;1.2;86.6;0.2;0;1;0;0
Pablo Roberto;Pablo Roberto dos Santos Barbosa;;24;183;Casa Pia AC;80;38;1943;51.1315789473684;3;0.0789473684210526;6;0.157894736842105;6;0.157894736842105;1;0.0263157894736842;1.1;77.3;0.3;0;1;0;0
Gaizka Larrazabal;;Spain;26;181;Casa Pia AC;72;52;3203;61.5961538461539;2;0.0384615384615385;1;0.0192307692307692;6;0.115384615384615;1;0.0192307692307692;0.6;73.4;0.6;0;1;1;0
Tiago Dias;Tiago Daniel Rodrigues Dias;Portugal;26;175;Casa Pia AC;11;21;818;38.952380952381;1;0.0476190476190476;1;0.0476190476190476;1;0.0476190476190476;0;0;0.5;86.6;0;0;1;0;0
Jérémy Livolant;;France;26;175;Casa Pia AC;29;5;70;14;0;0;0;0;0;0;0;0;0.2;75.2;0;0;1;0;0
Samuel Obeng;;Ghana;27;183;Casa Pia AC;77;6;298;49.6666666666667;0;0;0;0;0;0;0;0;0.8;68.4;1.3;1;0;0;0
Fahem Benaissa-Yahia;;;22;188;Casa Pia AC;12;2;15;7.5;0;0;0;0;0;0;0;0;0;60.7;0;0;0;1;0
Ricardo Batista;Ricardo Jorge Cecília Batista;Portugal;37;192;Casa Pia AC;33;64;5667;88.546875;0;0;0;0;7;0.109375;2;0.03125;0;63.1;0.3;0;0;0;1
Junya Ito;;Japan;31;176;Reims;7;172;14370;83.546511627907;31;0.180232558139535;49;0.284883720930233;14;0.0813953488372093;2;0.0116279069767442;1.5;74.1;0.5;1;1;0;0
Keito Nakamura;;;24;180;Reims;17;58;3249;56.0172413793103;15;0.258620689655172;3;0.0517241379310345;4;0.0689655172413793;1;0.0172413793103448;1.6;74.1;0.3;0;1;0;0
Marshall Munetsi;;Zimbabwe;28;188;Reims;15;142;10614;74.7464788732394;20;0.140845070422535;9;0.0633802816901408;32;0.225352112676056;1;0.00704225352112676;1.3;77.2;1.9;0;1;1;0
Yehvann Diouf;;France;24;184;Reims;94;78;6975;89.4230769230769;0;0;0;0;3;0.0384615384615385;0;0;0;75;0.5;0;0;0;1
Emmanuel Agbadou;;Ivory Coast;27;192;Reims;5;161;13733;85.2981366459627;12;0.0745341614906832;4;0.0248447204968944;29;0.180124223602484;5;0.031055900621118;0.9;85.2;1.5;0;1;1;0
Joseph Okumu;;Kenya;27;193;Reims;2;92;7451;80.9891304347826;4;0.0434782608695652;1;0.0108695652173913;9;0.0978260869565217;1;0.0108695652173913;0.5;79.8;2;0;0;1;0
Sergio Akieme;;Equatorial Guinea;26;175;Reims;18;71;5684;80.056338028169;6;0.0845070422535211;2;0.028169014084507;10;0.140845070422535;0;0;0.7;81;0.6;0;1;1;0
Oumar Diakité;;Ivory Coast;20;182;Reims;22;43;2560;59.5348837209302;9;0.209302325581395;2;0.0465116279069767;8;0.186046511627907;1;0.0232558139534884;1.2;80.3;0.9;1;0;0;0
Valentin Atangana Edoa;;France;19;173;Reims;6;33;1674;50.7272727272727;0;0;0;0;2;0.0606060606060606;0;0;0.6;88.7;0.7;0;1;0;0
Yaya Fofana;;Mali;20;180;Reims;71;14;621;44.3571428571429;1;0.0714285714285714;1;0.0714285714285714;4;0.285714285714286;0;0;1;73.6;0.3;0;1;0;0
Cédric Kipré;;France;27;193;Reims;21;190;16177;85.1421052631579;9;0.0473684210526316;2;0.0105263157894737;44;0.231578947368421;2;0.0105263157894737;0.4;78.9;2.4;0;0;1;0
Aurélio Buta;Aurélio Gabriel Ulineia Buta;Portugal;27;172;Reims;24;127;8086;63.6692913385827;4;0.031496062992126;14;0.110236220472441;28;0.220472440944882;0;0;0.3;81.3;0.7;0;1;1;0
Abdoul Koné;;;19;192;Reims;92;5;306;61.2;0;0;0;0;1;0.2;0;0;0;62.1;0.4;0;0;1;0
Amadou Koné;;;19;;Reims;72;22;668;30.3636363636364;0;0;0;0;2;0.0909090909090909;2;0.0909090909090909;0.4;83.7;0.7;0;1;0;0
Mamadou Diakhon;;France;19;180;Reims;67;21;331;15.7619047619048;0;0;0;0;1;0.0476190476190476;0;0;0.3;90.6;0.1;1;0;0;0
Teddy Teuma;;Malta;31;176;Reims;10;172;13816;80.3255813953488;34;0.197674418604651;39;0.226744186046512;30;0.174418604651163;1;0.00581395348837209;1.6;80.8;0.4;0;1;0;0
Nhoa Sangui;;France;18;178;Reims;55;10;494;49.4;0;0;1;0.1;1;0.1;0;0;0.3;81.6;0.3;0;0;1;0
Reda Khadra;;Germany;23;175;Reims;14;91;4263;46.8461538461539;9;0.0989010989010989;7;0.0769230769230769;3;0.032967032967033;0;0;0.9;75.3;0.1;1;1;0;0
Amine Salama;;France;24;192;Reims;11;45;1751;38.9111111111111;3;0.0666666666666667;1;0.0222222222222222;1;0.0222222222222222;0;0;0.8;75.2;0.3;1;0;0;0
Thibault De Smet;;Belgium;26;183;Reims;25;108;7351;68.0648148148148;0;0;3;0.0277777777777778;26;0.240740740740741;7;0.0648148148148148;0.2;75.1;1;0;1;1;0
Martin Adeline;;France;20;180;Troyes;5;14;474;33.8571428571429;0;0;0;0;3;0.214285714285714;0;0;0.4;74.7;0.6;0;1;0;0
Niama Sissoko;;;18;;Reims;74;2;17;8.5;0;0;0;0;0;0;0;0;1;40;0.5;1;0;0;0
Mohamed Bamba;;;20;188;Reims;63;1;1;1;0;0;0;0;0;0;0;0;0;50;0;0;1;0;0
Mohamed Daramy;;Denmark;22;180;Reims;9;58;2700;46.551724137931;5;0.0862068965517241;8;0.137931034482759;2;0.0344827586206897;0;0;0.9;80.1;0.2;1;1;0;0
Zuriko Davitashvili;;Georgia;23;175;Saint-Etienne;22;103;6366;61.8058252427185;12;0.116504854368932;2;0.0194174757281553;16;0.155339805825243;0;0;1.5;79.9;0.5;0;1;0;0
Léo Pétrot;;France;27;188;Saint-Etienne;19;30;2418;80.6;1;0.0333333333333333;1;0.0333333333333333;2;0.0666666666666667;0;0;0.2;81.1;1.3;0;0;1;0
Pierre Ekwah;;France;22;189;Saint-Etienne;39;66;4539;68.7727272727273;5;0.0757575757575758;2;0.0303030303030303;8;0.121212121212121;0;0;1.1;85.5;0.7;0;1;0;0
Beres Owusu;;France;21;;Quevilly;38;1;90;90;0;0;0;0;0;0;0;0;0;60;2;0;0;1;0
Kévin Pedro;;;18;183;Saint-Etienne;45;1;9;9;0;0;0;0;0;0;0;0;0;57.1;0;0;0;1;0
Mickaël Nadé;;France;25;186;Saint-Etienne;3;38;3253;85.6052631578947;2;0.0526315789473684;0;0;6;0.157894736842105;0;0;0.2;82;2;0;0;1;0
Louis Mouton;;France;22;189;Saint-Etienne;14;7;286;40.8571428571429;0;0;0;0;1;0.142857142857143;0;0;1.3;82.7;0.4;0;1;0;0
Ibrahim Sissoko;;Mali;28;192;Saint-Etienne;9;15;679;45.2666666666667;3;0.2;1;0.0666666666666667;0;0;0;0;1.3;60;1.7;1;0;0;0
Mathieu Cafaro;;France;27;178;Saint-Etienne;18;120;7893;65.775;17;0.141666666666667;11;0.0916666666666667;25;0.208333333333333;1;0.00833333333333333;2.1;69.4;0.4;0;1;0;0
Dylan Batubinsika;;France;28;188;Saint-Etienne;21;71;5570;78.4507042253521;4;0.0563380281690141;0;0;11;0.154929577464789;1;0.0140845070422535;0.5;88;2.1;0;0;1;0
Gautier Larsonneur;;France;27;181;Saint-Etienne;30;74;6539;88.3648648648649;0;0;0;0;7;0.0945945945945946;0;0;0;70.5;0.2;0;0;0;1
Marwann N'Zuzi;;;20;;Saint-Etienne;35;2;127;63.5;0;0;0;0;2;1;0;0;1;85;1;0;0;1;0
Augustine Boakye;;Ghana;24;178;Saint-Etienne;20;7;271;38.7142857142857;0;0;0;0;2;0.285714285714286;0;0;1;84.1;0.3;1;0;0;0
Dennis Appiah;;France;32;179;Saint-Etienne;8;184;14065;76.4402173913043;1;0.00543478260869565;5;0.0271739130434783;18;0.0978260869565217;1;0.00543478260869565;0.2;71.8;1.3;0;1;1;0
Ben Old;;;22;173;Saint-Etienne;11;6;378;63;0;0;0;0;0;0;0;0;1.3;83.1;0;0;1;0;0
Benjamin Bouchouari;;Netherlands;22;165;Saint-Etienne;6;7;302;43.1428571428571;0;0;0;0;0;0;0;0;0.3;88.7;0.1;0;1;0;0
Aïmen Moueffek;;France;23;179;Saint-Etienne;29;42;1594;37.952380952381;0;0;0;0;4;0.0952380952380952;0;0;0.2;82.5;0.7;0;1;0;0
Lucas Stassin;;Belgium;19;171;Saint-Etienne;76;40;2140;53.5;11;0.275;8;0.2;6;0.15;0;0;1.5;73;0.7;1;0;0;0
Yunis Abdelhamid;;Morocco;37;190;Saint-Etienne;5;227;19908;87.7004405286344;13;0.0572687224669604;2;0.00881057268722467;26;0.114537444933921;2;0.00881057268722467;0.6;83.9;2.5;0;0;1;0
Yvann Maçon;;France;26;176;Saint-Etienne;27;34;2464;72.4705882352941;1;0.0294117647058824;1;0.0294117647058824;11;0.323529411764706;0;0;0.6;75.2;0.9;0;1;1;0
Mathis Amougou;;France;18;177;Saint-Etienne;37;10;637;63.7;0;0;0;0;2;0.2;0;0;0.5;79.9;0.1;0;1;0;0
Florian Tardieu;;France;32;181;Saint-Etienne;10;50;3806;76.12;7;0.14;2;0.04;8;0.16;0;0;0.8;87.2;0.8;0;1;0;0
Jibril Othman;;Tunisia;20;183;Saint-Etienne;41;1;4;4;0;0;0;0;0;0;0;0;0;100;0;1;0;0;0
Ibrahima Wadji;;Senegal;29;175;Saint-Etienne;25;12;398;33.1666666666667;1;0.0833333333333333;1;0.0833333333333333;1;0.0833333333333333;0;0;1.3;68.1;0.4;1;0;0;0
Ayman Aiki;;France;19;;Saint-Etienne;39;3;86;28.6666666666667;0;0;0;0;0;0;0;0;0.7;62.5;0.3;1;0;0;0
Pierre Cornud;;France;27;177;Saint-Etienne;17;13;965;74.2307692307692;0;0;3;0.230769230769231;6;0.461538461538462;0;0;0.3;84.6;0.8;0;0;1;0
Lamine Fomba;;France;26;188;Saint-Etienne;26;54;3620;67.037037037037;1;0.0185185185185185;1;0.0185185185185185;15;0.277777777777778;0;0;0.7;76.8;1.4;0;1;0;0
Djibril Soumaré;;;21;185;Nacional;27;2;104;52;0;0;0;0;0;0;0;0;0.5;72.7;3;0;1;0;0
